,bpi,disclaimer,time
2015-08-06,278.2516,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-08-07,279.0303,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-08-08,260.2,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-08-09,264.4388,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-08-10,263.7615,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-08-11,270.9167,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-08-12,265.6418,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-08-13,263.3371,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-08-14,264.8686,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-08-15,260.7343,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-08-16,257.6735,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-08-17,256.984,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-08-18,219.0045,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-08-19,225.3944,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-08-20,234.6873,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-08-21,231.9406,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-08-22,229.7444,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-08-23,227.589,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-08-24,209.1322,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-08-25,221.7118,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-08-26,225.3798,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-08-27,224.261,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-08-28,230.9825,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-08-29,229.7562,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-08-30,228.6088,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-08-31,230.0173,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-09-01,227.3469,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-09-02,228.8551,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-09-03,226.765,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-09-04,230.0851,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-09-05,234.6771,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-09-06,239.4383,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-09-07,240.0202,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-09-08,243.5473,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-09-09,238.2916,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-09-10,238.5896,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-09-11,240.0838,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-09-12,234.8185,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-09-13,230.328,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-09-14,230.2406,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-09-15,229.9241,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-09-16,228.7976,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-09-17,232.7924,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-09-18,232.7167,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-09-19,231.2382,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-09-20,230.8605,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-09-21,226.6056,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-09-22,230.5237,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-09-23,229.9556,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-09-24,234.2833,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-09-25,234.8379,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-09-26,234.2083,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-09-27,232.8486,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-09-28,239.3428,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-09-29,236.6214,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-09-30,236.2455,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-10-01,237.5698,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-10-02,237.4021,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-10-03,239.0891,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-10-04,238.6874,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-10-05,240.5872,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-10-06,246.4218,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-10-07,243.2664,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-10-08,242.6905,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-10-09,244.3213,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-10-10,245.3313,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-10-11,247.5253,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-10-12,245.5856,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-10-13,249.9352,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-10-14,252.5949,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-10-15,254.8133,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-10-16,262.9353,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-10-17,271.2039,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-10-18,262.9003,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-10-19,264.4158,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-10-20,270.2188,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-10-21,267.3272,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-10-22,274.4108,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-10-23,277.4554,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-10-24,282.6605,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-10-25,283.0717,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-10-26,286.1325,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-10-27,294.3998,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-10-28,303.8866,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-10-29,313.5861,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-10-30,326.0045,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-10-31,312.4321,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-11-01,325.082,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-11-02,359.3523,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-11-03,400.7063,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-11-04,408.7414,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-11-05,387.51,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-11-06,374.95,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-11-07,384.8,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-11-08,373.487,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-11-09,380.043,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-11-10,337.932,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-11-11,312.578,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-11-12,336.856,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-11-13,337.292,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-11-14,333.553,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-11-15,319.9283,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-11-16,331.59,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-11-17,335.77,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-11-18,334.973,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2015-11-19,326.315,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
